theta,H,SE,CC,KK,Kuramoto
-0.01,0.8088187026208233,0.011466424805631325,0.3442929224966757,0.01295457666928019,0.9801903025590712
-0.009591836734693878,0.7699861843868365,0.03183505570292172,-0.14969666117213623,0.03826354105038651,0.9435666755552331
-0.009183673469387756,0.9475354662080565,0.0008043274417670479,0.7243763178255994,-0.00013066450921275698,0.9744042381258589
-0.008775510204081634,0.7046153014359202,0.030099347241458633,-0.23110768865697576,0.023593832517242206,0.9700554590163414
-0.00836734693877551,0.9503293743531243,4.9783898482453206e-05,0.8645935429284625,-6.701566193418647e-05,0.9381310787524028
-0.007959183673469388,0.9481669631020944,0.00011444659601603803,0.002937596470881406,-8.302795836710194e-05,0.9969093268920726
-0.007551020408163266,0.928955284240581,0.0011937912819887477,0.34418831838626934,4.5604987252059826e-05,0.96678835408135
-0.0071428571428571435,0.9491890196203228,8.478234809900154e-05,0.99937382345468,-0.00013724042305720597,0.9959514024938603
-0.0067346938775510205,0.9503640747045199,0.004549359111741149,0.4371979946997158,2.3296824986693152e-05,0.9431563630108827
-0.0063265306122448975,0.9072259847723212,0.001824448753105657,0.010870895546767146,0.00034464794347104604,0.9278689707068003
-0.005918367346938775,0.9471528923604832,0.003844121627056942,0.38634936919497237,-6.125333429192521e-05,0.9542856324350916
-0.005510204081632653,0.7367569736100527,0.011988427068038949,-0.6922912151903704,0.019634166524044375,0.9642501449200716
-0.005102040816326531,0.9486308390755589,3.439917945220114e-05,0.9879981753475535,-4.904339494200751e-05,0.9283747666626281
-0.004693877551020408,0.7866138990780436,0.02119899192160624,-0.8930873056114871,0.014858080425756407,0.9763878269694398
-0.004285714285714286,0.8550211071565594,0.0051413646294685665,0.026658295565039434,-7.411941044520902e-05,0.9396161142586202
-0.003877551020408163,0.9374347092657503,0.009443157826196426,-0.2862342458249331,0.030043310926559708,0.9054335703206461
-0.0034693877551020408,0.9477374350872905,0.0038847941525257403,0.6608439121150275,0.0005085972045774496,0.9047737222670068
-0.0030612244897959186,0.9453732050466666,0.0005984711349458165,0.9213796948642256,-9.751796404450187e-05,0.9008345248328488
-0.0026530612244897956,0.9502933901374195,0.00022049736070026843,0.8574042852388258,-3.266705801716063e-05,0.9012921197561056
-0.0022448979591836735,0.9480965669601152,0.00012876410813119835,0.993462322893759,0.0002079130334600521,0.8694415206827892
-0.0018367346938775505,0.7660238257452654,0.0089710790968006,-0.36470628690175816,0.035210298837607706,0.8776442271547061
-0.0014285714285714284,0.76386195893508,0.01061454949877667,-0.3165026880826897,0.03463483220576183,0.8623283736966634
-0.0010204081632653062,0.7156268172752985,0.03279192524152645,-0.2506551163944362,0.041628604696079236,0.9274961917013125
-0.0006122448979591841,0.6829353676959413,0.051333100656310124,0.019162246172016267,0.06914275745230863,0.925637703966381
-0.00020408163265306194,0.6659209439036033,0.0595901592497736,0.26362488262212985,0.05112940719429143,0.9149892572443005
0.00020408163265306194,0.4285341544122346,0.05739806158835217,0.4250054390595168,0.02580082461354563,0.9609651608533026
0.0006122448979591841,0.5819583091149463,0.040086819637223436,0.650614943837086,0.03772558935352807,0.9749053001090017
0.0010204081632653062,0.8064122952712844,0.010846085176343535,0.8998168741731273,0.00692076133840774,0.9917952279039788
0.0014285714285714284,0.9033737914920981,0.00853321297006844,0.9812774008272708,-0.0019320336430331804,0.9994914903775564
0.0018367346938775505,0.9167535840094638,0.006809557601196261,0.988594662128763,-0.001874898004044237,0.9995085632098216
0.0022448979591836744,0.9289773484251396,0.004600692211501843,0.998373568444829,-0.001542328426688454,0.9996802767156175
0.0026530612244897965,0.9331811271062711,0.0038312434817870046,0.996969380395537,-0.001387151333269046,0.9994794378479038
0.0030612244897959186,0.9340711674807423,0.003575063378148542,0.9993521836818822,-0.0013571010264598108,0.9993778298664936
0.0034693877551020408,0.9387754430776597,0.0029361430211336447,0.9996138447671349,-0.0012733068950350288,0.9994062892155391
0.003877551020408163,0.943127313490667,0.0019258201418043506,0.9999916323013437,-0.0010375420011530067,0.9995362867942765
0.004285714285714287,0.9382095881478473,0.002926503770221428,0.9995732717155433,-0.0012157202616814764,0.9993408274758907
0.004693877551020409,0.9366517258887775,0.003068075637893665,0.9995591381465395,-0.0011512957290261284,0.9993638209140454
0.005102040816326531,0.9444603537832528,0.0017808996667353595,0.9999881350099771,-0.0009465738799357831,0.9995664322419506
0.005510204081632653,0.9421012812152346,0.002216784598475437,0.999935171738349,-0.0011040387854734336,0.9995385544733608
0.005918367346938775,0.853441392345242,0.021187129250940028,0.8233741319620148,0.015847080500318918,0.979705780339149
0.006326530612244899,0.9403046884624964,0.0024223444003719234,0.9999150822922774,-0.0011091805890736577,0.9996063180076199
0.00673469387755102,0.9440182716541656,0.0016190220067615665,0.999911418705414,-0.0008838943476280261,0.9992824089093614
0.0071428571428571435,0.9431781830460928,0.002038559942426426,0.9998914663977289,-0.0010439171666523617,0.99906029956808
0.007551020408163267,0.9477001020296283,0.0011825394385820162,0.9999839871351339,-0.0007729540831215593,0.9993276287234029
0.007959183673469388,0.7418229994614249,0.02970524093244896,0.6093371412908676,0.022144621321126885,0.978035706014516
0.008367346938775512,0.946562197255166,0.0010064566541514795,0.9999894588205195,-0.0007319035948537972,0.9997775960159051
0.008775510204081632,0.9453542807176317,0.0018009740284517528,0.9999574779446777,-0.0009418510063662286,0.9993997490720551
0.009183673469387756,0.9447695190254701,0.0017716861829422201,0.9999550166113588,-0.0009085296211988554,0.9994247975276787
0.009591836734693876,0.9476298444193743,0.0008633530863417516,0.9999921953320182,-0.0006609948256161963,0.9995073780497773
0.01,0.7977438227763534,0.02315024740542489,0.7167217480463512,0.01928941629454252,0.9778690823116223
