theta,H,SE,CC,KK,Kuramoto
-0.1,0.8758968336065265,0.06433522843221721,-0.2731494054968461,0.10051134134713446,0.8808717009597438
-0.09591836734693879,0.8429794056965627,0.06100389134269679,-0.2534315344845927,0.0880900149629999,0.8862099832541099
-0.09183673469387756,0.8775806733907047,0.057678666219575195,-0.23858787667731673,0.08858553637444479,0.890946308204234
-0.08775510204081632,0.8310696864857304,0.05438259189268389,-0.23399732887881583,0.07698882421674402,0.8979489358093521
-0.0836734693877551,0.7983650672364255,0.04795322016643187,-0.1765811519916353,0.06905339226080612,0.8974692793203903
-0.07959183673469389,0.8357504766527317,0.04859696761897549,-0.2753206935333084,0.0666394101751139,0.9093096565990331
-0.07551020408163266,0.8541867805894257,0.04503479945338604,-0.24321609933483715,0.07610532164581023,0.9146554262560559
-0.07142857142857142,0.8701679348284324,0.04281110531551316,-0.3010572909504743,0.06846754035555588,0.9181414455218885
-0.0673469387755102,0.8517488543094388,0.0379301070273732,-0.2666004541685307,0.06405686697074031,0.925146882295868
-0.06326530612244899,0.8758851358763957,0.03872682787943542,-0.3061224774215137,0.06561946913955222,0.925677943923879
-0.05918367346938776,0.8875529177626363,0.03537505443481024,-0.2535048518241851,0.0719756342841365,0.9302761311153066
-0.05510204081632653,0.8911253498533726,0.03345820803076303,-0.28876502129877407,0.06768361999795879,0.9320794410213444
-0.05102040816326531,0.8964479168118867,0.03075967424314259,-0.28976211822636594,0.051476208500022234,0.9334540550495186
-0.04693877551020408,0.9030744710293093,0.028430218138523596,-0.26394379253747774,0.06129898447105853,0.9369968957237717
-0.04285714285714286,0.904260664434289,0.025216985902174405,-0.20910127832050598,0.058586509946600765,0.9396856663154134
-0.03877551020408163,0.8867781351390421,0.021853928032594307,-0.23731193533750772,0.0496766295980008,0.9411148947258269
-0.03469387755102041,0.8995690498356813,0.021224911230204903,-0.2549219355440292,0.05605689858618631,0.9388575588272866
-0.03061224489795919,0.9004659504813887,0.018451684032359313,-0.2394606718764144,0.0492999066994482,0.9367501249685175
-0.026530612244897958,0.9051186540187116,0.015831643586747268,-0.23220639641334725,0.05084192122689885,0.9355125985589795
-0.022448979591836726,0.8966161209257706,0.01305267700988459,-0.19867377885005136,0.04966213789413728,0.9294088381171987
-0.01836734693877551,0.9095327578361239,0.01165707117207,-0.17178828709592497,0.05281085849584253,0.9087849344101029
-0.01428571428571429,0.9158311055451437,0.008969359125532619,-0.21168561070862565,0.04415795068580884,0.8883101009361029
-0.010204081632653059,0.91504791271221,0.00677893605885068,-0.21791082628789707,0.03978503710428383,0.8717466730250069
-0.006122448979591827,0.8943965581193125,0.01158151338126004,-0.35047338468615613,0.05465995246010917,0.9041953591742866
-0.002040816326530609,0.8810072819869329,0.004356633617967215,0.9791165632174562,-0.00472493178604697,0.9946960069723254
0.002040816326530609,0.868898018392734,0.006018946504450313,0.9925557122024443,0.007469508730844662,0.9939614727441058
0.006122448979591841,0.8906073776812614,0.018244637359761708,0.9929567650168575,0.04554338538681532,0.9928072120821392
0.010204081632653073,0.8864092940523014,0.014859121256565792,0.999739065630202,0.11020832026219289,0.9891452323582179
0.01428571428571429,0.8668345868558346,0.012409406433551758,0.9999402363554304,0.0903576523515229,0.9943665427617937
0.01836734693877551,0.8921639660575562,0.013587625541422984,0.9999344124031612,0.10881896991662218,0.9903362449514536
0.02244897959183674,0.8668577052435382,0.0087187921767328,0.9999851566984637,0.1164502606304556,0.9961970330674339
0.026530612244897972,0.8508911520833392,0.008362000351594002,0.9999890877847424,0.11000680761256637,0.9969264243704519
0.03061224489795919,0.8868977806012851,0.015097080013190486,0.9999645767419817,0.10556732146154232,0.9920333891904795
0.03469387755102041,0.8834675552298106,0.012601427951953736,0.9999769338945104,0.10492621010685682,0.9912050460580974
0.038775510204081626,0.8854540695645323,0.014800460147153263,0.9999792216776173,0.11289468145342658,0.9932965552289528
0.04285714285714287,0.8753035187576748,0.014640287603520721,0.9999864841910125,0.09718157080182258,0.9942948739804435
0.04693877551020409,0.8986232086795878,0.01417323109445276,0.9999808754619327,0.10827339852939075,0.9921576739181548
0.05102040816326531,0.885097327179429,0.01194215402494706,0.999990944021023,0.08472754762408019,0.991546729834684
0.05510204081632655,0.893592463606766,0.014011236800078184,0.999983773651271,0.11049616584359252,0.993309183322108
0.05918367346938777,0.8843607374368945,0.012254227894334604,0.9999920652430312,0.09422937894967026,0.9930965433023208
0.06326530612244899,0.875398896701788,0.012770910868003608,0.9999951567095947,0.09366015753815543,0.9964556805899097
0.0673469387755102,0.8929501302390279,0.015486244768824563,0.999992491784481,0.1111721631059647,0.995984725862764
0.07142857142857142,0.8991578066842391,0.011823456064901,0.9999942137381529,0.08699618748208729,0.994374964169878
0.07551020408163267,0.8806611317602421,0.015111715004353779,0.9999939621349115,0.09717156314257684,0.9958804516820866
0.07959183673469389,0.8813926669000055,0.012170215622104895,0.9999955496242855,0.09423374922796446,0.9947926563081788
0.0836734693877551,0.8853259571628617,0.01341686089643005,0.9999964321270639,0.06357002988033808,0.9967695329946983
0.08775510204081635,0.8732527086329338,0.010202056022811004,0.9999967546692123,0.10278402387109811,0.9956025237993814
0.09183673469387757,0.8891625248241746,0.01663918082983558,0.9999956883470369,0.11641429507381465,0.9959670349102455
0.09591836734693879,0.8988041455154963,0.011474552031825479,0.9999962380857776,0.09847302666488285,0.995790695695029
0.1,0.8960364398445142,0.016619805569984127,0.9999955453831607,0.0923678203712536,0.9968448635200032
