theta,H,SE,CC,KK,Kuramoto
-0.02,0.9326226510517964,0.033900971537672187,-0.721205490637804,0.06427763345949034,0.9330376629878461
-0.019387755102040816,0.9047712879487128,0.037273300870672,-0.7201017912316806,0.06484284185747397,0.9329664765487952
-0.018775510204081632,0.8298224311611121,0.03186962708951095,-0.7212261076873349,0.061305966158817386,0.9357227116384552
-0.018163265306122448,0.9356679164036883,0.032032089394984774,-0.7210226517096934,0.061003752525657096,0.9367604381329683
-0.017551020408163268,0.7952188823833833,0.03704724365974618,-0.7186187357709636,0.06562731462590535,0.9363682116991119
-0.016938775510204084,0.9162217393014096,0.04652297589621307,-0.7141876532850319,0.06381500761734521,0.9352493841084512
-0.0163265306122449,0.8997423849796011,0.03122977263534426,-0.7203787170120475,0.05555516529396769,0.939676159471963
-0.015714285714285715,0.9158185948510967,0.028792584113430327,-0.7228248454291979,0.0475007109758257,0.9414075471804633
-0.015102040816326531,0.8849292693030005,0.025959295773875353,-0.7265965510821185,0.046741060034626566,0.943127940821522
-0.014489795918367347,0.8999906379603564,0.026817609210287356,-0.7278800725967655,0.04773650550939791,0.9437657372220832
-0.013877551020408163,0.9139147270124243,0.02630161038221713,-0.7271962431659783,0.04832706088094906,0.9442479465014252
-0.01326530612244898,0.9256771830562033,0.02779791037930103,-0.7280524517601974,0.048221720355604014,0.9448448250257768
-0.012653061224489797,0.9011615972694449,0.02834930513798438,-0.7319761893642263,0.05075446831215363,0.9448363131455021
-0.012040816326530613,0.9062379599298743,0.030703627015595106,-0.7321472536521968,0.05040298362440099,0.9435839233088682
-0.01142857142857143,0.9268421705864156,0.029848975610587546,-0.725217211352374,0.047599680805661515,0.9423907135722647
-0.010816326530612246,0.8091079946786671,0.05271449250760313,-0.7110426877549191,0.06601365047586191,0.936775326491906
-0.010204081632653062,0.8414370228579213,0.04832286264648303,-0.7114067509066264,0.06255534193970472,0.94103585871511
-0.009591836734693878,0.9068615389128958,0.047367800421958456,-0.7117082168369708,0.05968351693051463,0.9414009666924141
-0.008979591836734694,0.9176354802645882,0.033273514385606544,-0.7255679691641689,0.04745427145288687,0.9447129481788671
-0.008367346938775512,0.8641832757051466,0.03823040953144548,-0.7121020231692153,0.04881083876570497,0.9409345185872375
-0.007755102040816328,0.8140275692445456,0.04003393533950224,-0.7081927236970473,0.04587132992593787,0.9429268948720454
-0.0071428571428571435,0.8830552792733523,0.03649760846409634,-0.7197189000759323,0.0438577360789702,0.9457127524546876
-0.006530612244897961,0.9570889132875566,0.002476171935459821,-0.9912476831513231,0.03049116301972251,0.910876168522937
-0.005918367346938777,0.9642329806683502,0.0045754663984134865,-0.9861297787810942,0.03958265157154807,0.9781180523564978
-0.005306122448979593,0.9744661101234846,0.0027066864343764183,-0.995717936831151,0.06290617968362516,0.995413894494162
-0.004693877551020409,0.8993259812744325,2.5608232902293394e-05,-0.5257127032435315,-0.5566495953193832,0.9981903842656236
-0.004081632653061225,0.873587551757878,2.5922086022190558e-05,0.6783925032357039,0.6210195824148167,0.9992180457462434
-0.0034693877551020408,0.8611619841447979,7.001875299629354e-05,0.9920746724157314,0.45261877621051205,0.9992530897822359
-0.00285714285714286,0.8688618861289716,2.4600107060564757e-05,0.9594702921435068,-0.6774515003599277,0.9993649949405284
-0.002244897959183676,0.8706762790609193,6.685505363405234e-05,0.9817019655667868,0.17688578724700144,0.9995063311655994
-0.001632653061224492,0.8589219241549259,2.365196686308096e-05,0.9835675389217577,-0.22652381583803344,0.9995717865978389
-0.001020408163265308,0.8570222637676232,2.3249178444150976e-05,0.9964335992533103,-0.7567194959797492,0.9997896046239588
-0.0004081632653061239,0.8098925953110757,2.4148164155479757e-05,0.2097038312896309,-0.31444496930365834,0.9995354345858444
0.0002040816326530602,0.8292710448338303,4.443784291060593e-05,-0.4556006306966468,1.1032046197401169e-07,0.9997033422075662
0.0008163265306122443,0.8336325994822402,4.258650588067528e-05,-0.591331696964245,2.2125429313263334e-06,0.9994768051700691
0.0014285714285714284,0.784942854331983,4.400468252433183e-05,-0.6887933461219372,2.594598607214005e-07,0.9997448834463637
0.0020408163265306124,0.8386354780847254,4.654825347151701e-05,-0.8253104671745122,-1.4962448080524382e-07,0.9997453696997954
0.002653061224489793,0.7555355249530316,6.383857747955495e-05,-0.9030597506380966,6.80268894082208e-08,0.9993704141132066
0.003265306122448977,0.7789459420540994,6.395116592271589e-05,-0.9457463698437901,-3.411940411566e-07,0.9995690604803059
0.003877551020408161,0.6861913567783503,4.236840364678967e-05,-0.9880006455104049,8.108374999205026e-08,0.9995123446460095
0.004489795918367345,0.789496836379538,6.571675044504395e-05,-0.9424554774878994,3.379462777301956e-07,0.9995027302223853
0.005102040816326529,0.7663603078274162,4.345710692680009e-05,-0.9445410808617263,-1.0279733396927093e-07,0.9995463215022444
0.005714285714285713,0.7451985834293734,4.356146572067113e-05,-0.960206925887633,-1.00373440406476e-07,0.9995952472599242
0.0063265306122448975,0.7163538076942548,4.371660368418925e-05,-0.9561196645046235,3.992777832550067e-07,0.9996691694249257
0.006938775510204078,0.6624535968787497,4.3614687998625863e-05,-0.9552339102237125,2.9821007760388873e-07,0.9997565226773002
0.007551020408163262,0.7047639559882093,4.277166753867149e-05,-0.9682178661735188,-5.846017940569492e-08,0.9997677774759465
0.008163265306122446,0.6995383137223987,4.333899001874278e-05,-0.9681417521158345,2.30554698818497e-07,0.9996234924154274
0.00877551020408163,0.7142562856612915,4.3175037158146676e-05,-0.966104453357218,1.0444403834418915e-07,0.9996570447309429
0.009387755102040814,0.8060346857987568,4.240808132863955e-05,-0.9758056547679885,1.1028768440168868e-08,0.9997853709813811
0.01,0.7816731477343986,4.347859609961565e-05,-0.9684916132366916,-7.398329165264148e-08,0.9995838898763215
